OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
1955,S9061,City of Hollister,0,Not Available,San Benito,1,1,SUN,1/1/2012 0:00,0,-121.4459151,36.85717627
1956,S0341,North Star Solar,0,North Star Solar LLC,Fresno,61.6,NSS1,SUN,6/19/2015 0:00,0,-120.4176278,36.73024322
1957,S0423,Citizen Solar B,0,S-Power (Sustainable Power Group),Fresno,5,Unit 1,SUN,11/24/2015 0:00,0,-120.4297798,36.72189259
1958,S0121,CalRENEW-1,0,Meridian Energy USA Inc,Fresno,5,CR1,SUN,4/9/2010 0:00,0,-120.3658769,36.76047364
1961,S0703,Little Bear Solar 1,0,Longroad Energy,Fresno,40,Unit 1,SUN,12/16/2020 0:00,0,-120.3994423,36.71717755
1962,S0704,Little Bear Solar 3,0,Longroad Energy,Fresno,20,Unit 1,SUN,12/14/2020 0:00,0,-120.3929664,36.71654785
1963,S0705,Little Bear Solar 4,0,Longroad Energy,Fresno,50,Unit 1,SUN,12/14/2020 0:00,0,-120.4100694,36.71724497
1964,S0706,Little Bear Solar 5,0,Longroad Energy,Fresno,50,Unit 1,SUN,12/16/2020 0:00,0,-120.4000314,36.71152211
1965,S0179,La Joya Del Sol,0,X-Elio North America Inc.,Fresno,1.5,1,SUN,10/31/2012 0:00,0,-119.7975231,36.67853392
1966,S0658,Clovis USD High School,0,Tesla Inc.,Fresno,1.01,Unit 1,SUN,6/14/2018 0:00,0,-119.6803967,36.81625535
1967,S9014,Grundfos Pumps,0,Not Available,Fresno,1,1,SUN,1/1/2012 0:00,0,-119.6883561,36.77643502
1968,S9020,The Gap Inc,0,Not Available,Fresno,1,1,SUN,1/1/2012 0:00,0,-119.7132087,36.7837357
1969,S9026,CA State University Fresno,0,Not Available,Fresno,1,1,SUN,1/1/2012 0:00,0,-119.741645,36.81015758
1970,S9056,E&J Gallo Winery,0,Not Available,Fresno,1,1,SUN,1/1/2012 0:00,0,-119.6978551,36.7638769
1971,S9126,Olam West Coast,0,Not Available,Fresno,1.4,1,SUN,1/1/2012 0:00,0,-119.8462202,36.83863512
1972,S9143,Wawona Frozen Foods / Alluvial Project,0,Not Available,Fresno,2.2,1,SUN,1/1/2012 0:00,0,-119.7116396,36.83912036
1973,S9144,Wawona Frozen Foods / Cedar Project,0,Not Available,Fresno,2.2,1,SUN,1/1/2012 0:00,0,-119.7534191,36.71559839
1974,S9145,City of Fresno - Fresno Yosemite Airport,0,Not Available,Fresno,2.3,1,SUN,1/1/2012 0:00,0,-119.7100647,36.7676541
1978,S0632,Sanger USD Sanger High School,0,Tesla Inc.,Fresno,1.07,9366485-CA,SUN,1/27/2017 0:00,0,-119.5768756,36.70012759
1979,S0659,Clovis USD East High School,0,Tesla Inc.,Fresno,1.01,Unit 1,SUN,4/15/2018 0:00,0,-119.6377839,36.79862682
1981,H0387,Pine Flat,0,Kings River Conservation District,Fresno,165,"Unit 1, Unit 2, Unit 3",WAT,1/1/1984 0:00,0,-119.3273736,36.83250995
1982,S9124,City of Santa Cruz Wastewater Treatment Plant,0,Not Available,Santa Cruz,1.3,1,SUN,1/1/2012 0:00,0,-122.0308061,36.96173369
1990,W0354,International Turbine Research Inc.,0,International Turbine Research,Merced,18.43,WPRS 1,WND,6/14/1988 0:00,0,-121.1807197,37.05178739
1991,S0691,Wright Solar,0,Clenera - Renewable Energy,Merced,200,W8785,SUN,1/3/2020 0:00,0,-121.0902446,36.97454039
1992,S0337,Vega Solar,0,Longroad Energy,Merced,20,1,SUN,3/24/2015 0:00,0,-120.8057779,36.92846232
1993,S9046,Almond Process Parreira,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,0,-120.8709897,36.979871
1994,S0586,CED Oro Loma 1 & 2,0,RWE Clean Energy,Fresno,20,Unit 1,SUN,1/26/2017 0:00,0,-120.6695103,36.87851814
1995,S9048,City of Madera,0,Not Available,Madera,1,1,SUN,1/1/2012 0:00,0,-120.1567313,36.94075936
1996,S9059,Madera Community Hospital,0,Not Available,Madera,1,1,SUN,1/1/2012 0:00,0,-120.0461937,36.94137351
1997,H0198,Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K),0,Friant Power Authority,Madera,30.57,"FR1, M1, RO1",WAT,1/1/1986 0:00,0,-119.7034413,36.99768642
1998,H0626,Quinten Luallen,0,Friant Power Authority,Madera,7.38,RO2,WAT,5/23/2017 0:00,0,-119.7070897,37.00246852
1999,H0272,Kings River,0,Pacific Gas & Electric (PG&E),Fresno,52,Unit 597,WAT,3/7/1962 0:00,0,-119.1587471,36.8881288
2000,H0019,Balch #1,0,Pacific Gas & Electric (PG&E),Fresno,34,Unit 587,WAT,2/20/1927 0:00,0,-119.0877984,36.90908623
2001,H0020,Balch #2,0,Pacific Gas & Electric (PG&E),Fresno,108,"Unit 588, Unit 589",WAT,11/26/1958 0:00,0,-119.0875575,36.90888501
2002,H0215,Haas,0,Pacific Gas & Electric (PG&E),Fresno,144,"Unit 591, Unit 592",WAT,12/23/1958 0:00,0,-119.020159,36.92743548
2003,H0229,Helms (Pumped Storage),0,Pacific Gas & Electric (PG&E),Fresno,1212,"Unit 936, Unit 937, Unit 938",WAT,6/30/1984 0:00,0,-118.968288,37.02934334
2004,H0142,Division Creek,0,Los Angeles Department of Water & Power (LADWP),Inyo,0.65,1,WAT,3/1/1909 0:00,0,-118.2826035,36.9395073
2008,S9041,Unified School District Morgan Hill,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-121.6353827,37.14906629
2009,H0363,O'Neill (Pumping-Generating),0,United States Bureau of Reclamation,Merced,25.2,"UNIT 1, UNIT 2, UNIT 3, UNIT 4, UNIT 5, UNIT 6",WAT,1/1/1968 0:00,0,-121.0171989,37.08730796
2010,H0452,W R Gianelli (Pumping-Generating),0,California Department of Water Resources,Merced,424,"1, 2, 3, 4, 5, 6, 7, 8",WAT,6/1/1968 0:00,0,-121.0772668,37.06909476
2011,S0443,Quinto Solar PV Project,0,CD Arevon USA Inc.,Merced,108,Unit 1,SUN,11/25/2015 0:00,0,-121.0476578,37.11933112
2012,S9050,Ingomar Packing Co.,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,0,-120.9587015,37.1498004
2013,S0437,Sun Harvest Solar NDP1,0,SunHarvest Solar,Merced,1.5,Unit 1,SUN,5/1/2015 0:00,0,-120.6485377,37.05827445
2016,S0421,Adera Solar,0,Adera Solar LLC,Madera,20,Unit 1,SUN,12/1/2015 0:00,0,-120.323967,37.12104241
2018,S9164,CA Dept of Corrections Chowchilla,0,Not Available,Madera,3,1,SUN,1/1/2013 0:00,0,-120.1513192,37.08819051
2019,H0310,Madera Canal (Station 980  1174  1302  1923),0,Madera-Chowchilla Water Power Authority,Madera,3.74,980,WAT,2/1/1985 0:00,0,-119.8996402,37.05680053
2020,H0034,Big Creek 4,0,Southern California Edison (SCE),Madera,100,1,WAT,9/1/1923 0:00,0,-119.4900117,37.13904825
2021,H0265,Kerckhoff PH 1,0,Pacific Gas & Electric (PG&E),Fresno,25.2,"Unit 593, Unit 594, Unit 595",WAT,8/15/1920 0:00,0,-119.5527755,37.09246406
2022,H0266,Kerckhoff PH 2,0,Pacific Gas & Electric (PG&E),Fresno,155,Unit 932,WAT,5/6/1983 0:00,0,-119.5582416,37.07185297
2023,H0448,San Joaquin #1A,0,Pacific Gas & Electric (PG&E),Madera,0.43,1,WAT,3/1/1919 0:00,0,-119.4940159,37.15888325
2024,H0449,San Joaquin #2,0,Pacific Gas & Electric (PG&E),Madera,2.88,1,WAT,9/1/1917 0:00,0,-119.4974628,37.20326503
2025,H0570,Wishon Powerhouse,0,Pacific Gas & Electric (PG&E),Madera,12.8,"1, 2, 3, 4",WAT,9/1/1910 0:00,0,-119.5047187,37.15101782
2026,H0028,Big Creek 2,0,Southern California Edison (SCE),Fresno,67.1,UNIT 1,WAT,11/26/1913 0:00,0,-119.3054651,37.19912318
2027,H0030,Big Creek 2A,0,Southern California Edison (SCE),Fresno,98.5,UNIT 1,WAT,8/1/1928 0:00,0,-119.3061212,37.19884872
2028,H0032,Big Creek 3,0,Southern California Edison (SCE),Fresno,177,UNIT 1,WAT,9/1/1923 0:00,0,-119.3864397,37.14856523
2029,H0036,Big Creek 8,0,Southern California Edison (SCE),Fresno,64.5,UNIT 1,WAT,1/1/1921 0:00,0,-119.3288572,37.2096453
2030,H0313,Mammoth Pool,0,Southern California Edison (SCE),Madera,187,UNIT 1,WAT,3/1/1960 0:00,0,-119.3379096,37.22025922
2031,H0027,Big Creek 1,0,Southern California Edison (SCE),Fresno,82.9,UNIT 1,WAT,11/1/1913 0:00,0,-119.2396923,37.20405923
2032,H0161,Eastwood (Pumped Storage),0,Southern California Edison (SCE),Fresno,199,UNIT 1,WAT,1/1/1988 0:00,0,-119.2566818,37.14783118
2033,H0040,Big Pine,0,Los Angeles Department of Water & Power (LADWP),Inyo,3.2,Unit 1,WAT,7/1/1925 0:00,0,-118.3242248,37.14216158
2034,S9135,Foothill - De Anza Community College District,0,Not Available,Santa Clara,1.6,1,SUN,1/1/2012 0:00,0,-122.1247383,37.36314218
2035,S9136,Foothill College - Pv Capstone,0,Not Available,Santa Clara,1.7,1,SUN,1/1/2012 0:00,0,-122.1302887,37.36369178
2038,S9005,Google Inc.,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-122.0840426,37.4224406
2039,S9031,Google Inc.,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-122.0844774,37.42144824
2040,S9058,West Valley Mission Community College,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-122.0128283,37.26429493
2041,S9069,Network Appliance/Chevron Energy Solutions,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-122.0261095,37.4151352
2042,S9075,Applied Materials Inc.,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-122.0044728,37.3800204
2043,S9081,Ohlone Community College District,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-121.9806871,37.4113706
2044,S9128,Network Appliance,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 0:00,0,-122.0261552,37.4159534
2045,S9134,City of Sunnyvale Wastewater Treatment Plant,0,Not Available,Santa Clara,1.6,1,SUN,1/1/2012 0:00,0,-122.034921,37.42260736
2046,S9149,Advanced Micro Decives,0,Not Available,Santa Clara,3,1,SUN,1/1/2012 0:00,0,-121.9992026,37.38657084
2047,S9151,Spansion LLC,0,Not Available,Santa Clara,3,1,SUN,1/1/2012 0:00,0,-122.0055474,37.37747951
2056,S9047,Airport Division City of San Jose,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-121.9225349,37.36510365
2057,S9094,City of San Jose,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-121.8616185,37.31785791
2058,S9095,City of Santa Clara,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-121.9216895,37.38044117
2059,S9101,County of Santa Clara,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,0,-121.9225419,37.38105976
2060,S9103,County of Santa Clara,0,Not Available,Santa Clara,1.1,1,SUN,1/1/2012 0:00,0,-121.9218208,37.38104496
2061,S9112,Independence HS,0,Not Available,Santa Clara,1.2,1,SUN,1/1/2012 0:00,0,-121.859144,37.36623043
2062,S9127,San Jose Evergreen Community College,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 0:00,0,-121.765925,37.30392005
2063,S9172,Gridley Main Two,0,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,Santa Clara,2.5,Unit 1,SUN,4/1/2013 0:00,0,-121.9157388,37.36740133
2068,S0459,Frontier Solar LLC (Crow Creek),0,Clenera - Renewable Energy,Stanislaus,20,1,SUN,6/7/2016 0:00,0,-121.1490831,37.36779667
2070,S9035,E & J Gallo Winery,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,0,-120.810811,37.37642659
2073,H0301,Fairfield,0,Merced Irrigation District,Merced,0.9,1,WAT,6/1/1983 0:00,0,-120.4325142,37.36856198
2074,S0429,Merced Solar,0,Merced Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 0:00,0,-120.4844311,37.26777296
2075,S0430,Mission Solar,0,Mission Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 0:00,0,-120.4824871,37.26777296
2076,S9090,City of Atwater,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,0,-120.6004962,37.36027565
2077,S9267,Pristine Sun Fund 10 Fresno PGE LLC_(2097_Helton),0,Not Available,Merced,1.5,Unit 1,SUN,5/1/2015 0:00,0,-120.5074397,37.3511019
2078,S9029,UC Merced,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,0,-120.4144857,37.36268662
2079,H0120,Crane Valley,0,Pacific Gas & Electric (PG&E),Madera,0.9,1,WAT,7/1/1919 0:00,0,-119.5294752,37.29158822
2080,H0450,San Joaquin #3,0,Pacific Gas & Electric (PG&E),Madera,4,3,WAT,8/1/1923 0:00,0,-119.5190292,37.25400428
2081,H0499,Portal,0,Southern California Edison (SCE),Fresno,10,UNIT 1,WAT,12/1/1956 0:00,0,-119.1591006,37.25693658
2082,H0041,Bishop Creek 2,0,Southern California Edison (SCE),Inyo,7.3,1,WAT,11/1/1908 0:00,0,-118.5735051,37.27366418
2083,H0042,Bishop Creek 3,0,Southern California Edison (SCE),Inyo,7.84,1,WAT,6/1/1913 0:00,0,-118.5320118,37.30204154
2084,H0394,Pleasant Valley,0,Los Angeles Department of Water & Power (LADWP),Inyo,2.7,Unit 1,WAT,2/1/1958 0:00,0,-118.5237046,37.41386428
2085,H0043,Bishop Creek 4,0,Southern California Edison (SCE),Inyo,7.95,1,WAT,9/1/1905 0:00,0,-118.5018396,37.32299659
2086,H0044,Bishop Creek 5,0,Southern California Edison (SCE),Inyo,3.8,1,WAT,6/1/1919 0:00,0,-118.4796457,37.33445375
2087,H0045,Bishop Creek 6,0,Southern California Edison (SCE),Inyo,1.6,1,WAT,3/1/1913 0:00,0,-118.4627524,37.34997061
2093,S9104,JATCO,0,Not Available,Alameda,1.1,1,SUN,1/1/2012 0:00,0,-122.0094532,37.59217005
2094,S9121,Alameda Water District,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 0:00,0,-121.9626359,37.50466712
2099,W0395,Teichert Vernalis,0,Foundation Windpower,San Joaquin,1.5,WPRS 1,WND,1/1/1988 0:00,0,-121.3567217,37.61664868
2104,H0234,Hickman,0,Turlock Irrigation District,Stanislaus,1.1,"1, 2",WAT,9/1/1979 0:00,0,-120.7463283,37.62155537
2105,H0300,Canal Creek (RETA),0,Merced Irrigation District,Merced,0.9,1,WAT,8/1/1983 0:00,0,-120.4897892,37.45422557
2106,H0325,Merced ID (Parker),0,Merced Irrigation District,Merced,2.7,1,WAT,4/1/1982 0:00,0,-120.44443,37.47783829
2107,H0530,Turlock Lake,0,Turlock Irrigation District,Stanislaus,3.3,"1, 2, 3",WAT,7/1/1980 0:00,0,-120.5946657,37.61145924
2108,H0175,Exchequer,0,Merced Irrigation District,Mariposa,94.5,EXC-1,WAT,1/1/1967 0:00,0,-120.2727602,37.58437154
2109,H0316,McSwain,0,Merced Irrigation District,Mariposa,9,MCS-1,WAT,7/1/1967 0:00,0,-120.3101581,37.5220859
2110,H0324,Merced Falls,0,Merced Irrigation District,Merced,10,Unit 598,WAT,7/21/1930 0:00,0,-120.3298894,37.52318263
2111,H0110,Control Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38,Unit 1,WAT,4/1/1952 0:00,0,-118.5569378,37.43798922
2112,H0328,Middle Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38,Unit 1,WAT,5/1/1952 0:00,0,-118.5692533,37.50998573
2113,H0536,Upper Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,36,Unit 1,WAT,6/1/1953 0:00,0,-118.589993,37.54600104
2115,S0123,Sunset Reservoir North Basin Solar,0,Deriva Energy,San Francisco,4.5,1,SUN,11/1/2010 0:00,0,-122.4834865,37.7508877
2116,S9064,Fremont Group  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1,1,SUN,1/1/2012 0:00,0,-122.3962992,37.79116918
2117,S9068,Market & Second Inc/Real Energy,0,Not Available,San Francisco,1,1,SUN,1/1/2012 0:00,0,-122.4007871,37.78931662
2118,S9113,Fremont Group Inc.  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 0:00,0,-122.396601,37.79144601
2119,S9119,San Francisco State University,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 0:00,0,-122.4770436,37.72753095
2120,S9131,Equity Office Property,0,Not Available,San Francisco,1.5,1,SUN,1/1/2012 0:00,0,-122.3942561,37.7972399
2121,S9138,University of San Francisco,0,Not Available,San Francisco,2,1,SUN,1/1/2012 0:00,0,-122.4504563,37.77657407
2122,S9140,Southeast Wastwater Treatment Plant/CCSF,0,Not Available,San Francisco,2,1,SUN,1/1/2012 0:00,0,-122.3918145,37.74179613
2128,S9030,Port of Oakland,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,0,-122.3005226,37.80454443
2129,S9043,Peralta Community College Dist,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,0,-122.1611238,37.79088605
2130,S9066,Ghiradelli Chocolate,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,0,-122.1504107,37.71198105
2131,S9133,Oro Loma Sanitary District,0,Not Available,Alameda,1.5,1,SUN,1/1/2012 0:00,0,-122.1531334,37.66499137
2135,S9025,AT&T Services Inc.,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,0,-121.9647523,37.76807528
2136,S9073,AT&T San Ramon (PV)/AT&T Services Inc,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,0,-121.9645723,37.7659314
2137,S9039,Community College District Chabot Las Positas,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,0,-121.7985966,37.71301216
2138,S9083,Carl Zeiss Meditec Inc.,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,0,-121.8898001,37.71277196
2139,S9123,Chabot - Las Positas Community College,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 0:00,0,-121.9270772,37.7062873
2140,S9146,Chabot Las Positas Community College District,0,Not Available,Alameda,2.3,1,SUN,1/1/2012 0:00,0,-121.7949296,37.71221261
2143,S0220,RE Mohican,0,Kaiser Permanente,Alameda,1,1,SUN,9/1/2010 0:00,0,-121.7155008,37.70611387
2144,S0619,Whitehorn Solar LLC,0,REV Renewables,Alameda,3.3,Unit 1,SUN,2/18/2016 0:00,0,-121.7174467,37.69150412
2145,S9049,Health Plan Inc. Kaiser Foundation,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,0,-121.7166268,37.7079016
2150,W0394,Vasco Wind Energy Center,0,NextEra Energy Resources LLC,Alameda,78.2,WPRS 1,WND,1/1/1988 0:00,0,-121.7231094,37.78883917
2151,W0423,Diablo Wind LLC,0,NextEra Energy Resources LLC,Alameda,17.98,WPRS 1,WND,12/7/2012 0:00,0,-121.6173394,37.76182458
2152,W0426,Buena Vista Energy LLC,0,See WPRS for details,Contra Costa,38,WPRS 1,WND,5/1/2005 0:00,0,-121.6583815,37.80867523
2167,W0461,Golden Hills,0,See WPRS for details,Alameda,85.92,WPRS 1,WND,12/1/2015 0:00,0,-121.6152981,37.77236904
2168,W0468,Golden Hills North,0,See WPRS for details,Alameda,46,WPRS 1,WND,11/8/2017 0:00,0,-121.6318387,37.76728495
2170,W0482,Altamont Winds LLC,0,Greenbacker Renewable Energy Company LLC,Alameda,57.5,WPRS 1,WND,7/2/2021 0:00,0,-121.6715709,37.7393605
2173,W0396,Safeway Tracy,0,Foundation Windpower,San Joaquin,2,WPRS 1,WND,10/1/2010 0:00,0,-121.5216866,37.71366242
2176,S0180,McHenry Solar Plant,0,AxInfra US LP,Stanislaus,25.5,1,SUN,7/20/2012 0:00,0,-120.9909758,37.7362552
2182,H0599,Stone Drop,0,Modesto Irrigation District,Stanislaus,0.6,1,WAT,4/1/1984 0:00,0,-120.7190749,37.64338203
2183,H0144,Don Pedro,0,Turlock Irrigation District,Tuolumne,170.9,"6710281, 6710282, 6710283, 8513242",WAT,5/1/1971 0:00,0,-120.4200626,37.6960239
2184,H0276,La Grange,0,Turlock Irrigation District,Stanislaus,8.4,"1, 117954, 2, 342321",WAT,11/1/1989 0:00,0,-120.4438402,37.66966831
2185,H0535,Upper Dawson,0,Turlock Irrigation District,Stanislaus,6,1,WAT,11/1/1983 0:00,0,-120.4707246,37.65094918
2186,H0601,Moccasin,0,SF Public Utilities Commission,Tuolumne,100,"UNIT 1, UNIT 2",WAT,8/1/1969 0:00,0,-120.2993173,37.80929812
2187,H0426,Rush Creek,0,Southern California Edison (SCE),Mono,8.4,"1, 2",WAT,10/1/1916 0:00,0,-119.123299,37.76701546
2188,S9201,Garces (Oswell A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2015 0:00,0,-118.9434001,37.64016793
2192,S0665,MCE Richmond Solar PV Project,0,S-Power (Sustainable Power Group),Contra Costa,10.5,Unit 1,SUN,12/22/2017 0:00,0,-122.3778833,37.94561775
2193,S9065,General Chemical Corp/Chevron Energy Solutions,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,0,-122.3853436,37.931169
2194,S9093,Wastewater District West County,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,0,-122.379636,37.96699842
2195,S9130,Central Marin Sanitation Agency,0,Not Available,Marin,1.5,1,SUN,1/1/2012 0:00,0,-122.4914802,37.95539525
2198,S0662,BART Lafayette,0,Tesla Inc.,Contra Costa,1.01,Unit 1,SUN,9/12/2018 0:00,0,-122.1231442,37.89436528
2202,S9016,College District Contra Costa Community 1,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,0,-122.0737178,37.96649341
2203,S9117,Contra Costa Community College - DVC,0,Not Available,Contra Costa,1.2,1,SUN,1/1/2012 0:00,0,-122.0700867,37.967287
2204,S9142,AT&T Services  Inc.,0,Not Available,Contra Costa,2.1,1,SUN,1/1/2012 0:00,0,-122.0605201,37.90435392
2206,S9170,Oakley Solar Project,0,Not Available,Contra Costa,1.5,Unit 1,SUN,8/1/2013 0:00,0,-121.7484431,38.00231442
2208,S0644,Manteca Land 1,0,Not Available,San Joaquin,1,Unit 1,SUN,12/28/2017 0:00,0,-121.2150948,37.84018062
2209,S9062,California Natural Products,0,Not Available,San Joaquin,1,1,SUN,1/1/2012 0:00,0,-121.2735179,37.82471909
2210,S9150,Stockton Delta Water Supply Project,0,Not Available,San Joaquin,3,1,SUN,1/1/2012 0:00,0,-121.3262597,37.93488038
2216,S9289,Foothill Farmington 2MW PV Project (2) (2012 PV RFO - 1),0,Not Available,San Joaquin,2,1,SUN,12/31/2014 0:00,0,-121.090124,37.92661068
2217,H0488,Frankenheimer,0,South San Joaquin Irr District,Stanislaus,5.04,Unit 1,WAT,5/3/1983 0:00,0,-120.8068884,37.83037981
2218,H0489,Woodward,0,South San Joaquin Irr District,Stanislaus,2.85,Unit 1,WAT,4/12/1982 0:00,0,-120.8792022,37.8606698
2219,S0120,Robert O. Schulz Solar Farm #1 and #2,0,South San Joaquin Irr District,Stanislaus,1.37,"1, 2",SUN,5/1/2009 0:00,0,-120.8949387,37.85800931
2220,S9122,Irrigation District South San Joaquin,0,Not Available,Stanislaus,1.3,1,SUN,1/1/2012 0:00,0,-120.8952524,37.85920126
2221,H0353,New Melones,0,United States Bureau of Reclamation,Tuolumne,300,"UNIT 1, UNIT 2",WAT,6/1/1979 0:00,0,-120.5300647,37.94637586
2222,H0527,Tulloch,0,Tri-Dam Project & Tri-Dam Power Authority,Tuolumne,30.6,"1, 2, 3",WAT,7/1/1957 0:00,0,-120.6049197,37.87613812
2223,S9175,Fresh Air Energy IV - Sonora 1,0,QE - Foresight Group US,Tuolumne,1.5,Unit 1,SUN,12/1/2013 0:00,0,-120.5263791,37.89079632
2225,H0336,Moccasin Low Head,0,SF Public Utilities Commission,Tuolumne,2.9,UNIT 1,WAT,7/1/1987 0:00,0,-120.3120567,37.81644995
2227,H0141,Dion R Holm,0,SF Public Utilities Commission,Tuolumne,165,"UNIT 1, UNIT 2",WAT,8/1/1960 0:00,0,-119.9684732,37.89660513
2228,H0274,Kirkwood (RPS Certified),0,SF Public Utilities Commission,Tuolumne,118.22,"UNIT 1, UNIT 2, UNIT 3",WAT,2/1/1967 0:00,0,-119.9532362,37.87768768
2229,H0398,Poole,0,Southern California Edison (SCE),Mono,10,UNIT 1,WAT,6/1/1924 0:00,0,-119.2159899,37.94412196
2230,S0528,Cottonwood Carport Solar,0,Onward Energy,Marin,1,Unit 1,SUN,5/16/2016 0:00,0,-122.5651665,38.12554918
2233,S0695,SFDK Solar,0,S-Power (Sustainable Power Group),Solano,6.33,Unit 1,SUN,12/27/2019 0:00,0,-122.2325016,38.14059828
2234,S9037,Health Plan Inc. Kaiser Foundation,0,Not Available,Solano,1,1,SUN,1/1/2012 0:00,0,-122.2487115,38.12593845
2235,S9115,Vallejo Sanitation and Flood Control District,0,Not Available,Solano,1.2,1,SUN,1/1/2012 0:00,0,-122.2513028,38.09606548
2250,S0343,Columbia Solar Energy LLC,0,REV Renewables,Contra Costa,19,Unit 1,SUN,8/1/2015 0:00,0,-121.8638462,38.019495
2251,S9017,College District Contra Costa Community 2,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,0,-121.859537,38.00454891
2252,S9118,Contra Costa Community College - Los Medanos,0,Not Available,Contra Costa,1.2,1,SUN,1/1/2012 0:00,0,-121.8623992,38.00431226
2262,W0355,High Winds,0,Seawest Energy Group,Solano,162,WPRS 1,WND,12/23/2003 0:00,0,-121.810841,38.14036355
2263,W0356,"Solano Wind 3, 4 (SMUD Solano Phase 1)",0,Seawest Energy Group,Solano,213.3,WPRS 1,WND,4/18/2012 0:00,0,-121.767215,38.12649186
2264,W0357,"Solano Wind 1,2 (SMUD Solano Phase 2)",0,FPL Energy Operating Services Inc,Solano,87,WPRS 1,WND,1/1/1994 0:00,0,-121.7606632,38.11030576
2265,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),0,FPL Energy Operating Services Inc,Solano,150,WPRS 1,WND,3/30/2006 0:00,0,-121.8563725,38.11614807
2266,W0371,FPL Energy Montezuma Winds LLC,0,NextEra Energy Resources LLC,Solano,36.8,WPRS 1,WND,1/25/2011 0:00,0,-121.8006044,38.16626168
2267,W0380,EDF Renewable Windfarm V Inc (ENXCO V),0,See WPRS for details,Solano,15.5,WPRS 1,WND,1/1/1990 0:00,0,-121.8350018,38.11850673
2268,W0384,"Shiloh Wind Project 2, LLC (Shiloh II & III)",0,Shiloh III Wind Project,Solano,153.75,WPRS 1,WND,1/1/1997 0:00,0,-121.8695768,38.17891403
2269,W0392,Montezuma Wind II,0,NextEra Energy Resources LLC,Solano,78.2,WPRS 1,WND,1/1/1983 0:00,0,-121.8129695,38.11392921
2270,W0421,"Shiloh III Wind Project, LLC",0,See WPRS for details,Solano,102.5,WPRS 1,WND,12/20/2012 0:00,0,-121.8631494,38.16603198
2271,W0422,"Shiloh IV Wind Project, LLC",0,See WPRS for details,Solano,102.5,WPRS 1,WND,12/22/2011 0:00,0,-121.8406483,38.14560013
2276,S0303,Bear Creek Solar,0,Bear Creek Solar LLC,San Joaquin,1.5,1,SUN,1/1/2014 0:00,0,-121.1492186,38.13562831
2277,S9290,Ecos Energy   LLC_(Bear Creek Solar Project),0,Not Available,San Joaquin,1.5,Unit 1,SUN,12/31/2013 0:00,0,-121.1492763,38.1363826
